uniform,normal,standard_normal,x,y
0.8011739796,12.5374660533,-0.5208928092,68.8483094927,215.9404644322
0.1152421329,6.4026629752,1.0477612364,63.7301256382,208.4291830966
0.2186549816,7.6697687184,0.8323914808,54.8639117458,180.7536926413
0.410184162,9.3187861906,0.6272351921,56.8431373095,185.6655878891
0.3426623477,8.7843762874,-1.6394158229,58.1711587772,178.3163972174
0.4382945595,9.5341163767,0.5484889024,60.2099718251,195.3723599872
0.4222754566,9.4117728906,0.0982556362,60.1833373754,193.0412903073
0.7689280589,12.2059636875,1.0333318165,56.6638033132,187.1580690222
0.7339940558,11.874813371,0.1087236248,68.5544719477,218.2070339672
0.916376509,14.143312038,0.5643355309,58.3209351688,189.7844831608
0.6022021654,10.7771538618,-0.3396828995,65.926428327,208.0808704837
0.0330471399,4.4866488045,0.4519305435,60.5659145849,195.9573964722
0.2857009941,8.3020362212,0.2883547616,68.6559950832,219.4097590575
0.692416962,11.5081389676,0.2973728564,57.5523981795,186.1440588206
0.0422567513,4.8247674315,1.9116446418,69.164090823,229.0504956781
0.2051330453,7.5297236252,1.2902555545,62.7995772327,206.8500094706
0.2431534589,7.911415955,2.0068675524,71.4757920869,236.4617140228
0.3507190445,8.8498602372,0.8998197633,64.948247408,211.3438410406
0.0985754407,6.1308658124,1.0203399434,63.9347765255,208.9060292936
0.8047719435,12.5763714822,-1.3149230581,59.8429719813,184.9543006536
0.5275898816,10.2076383915,-0.3673303126,64.8328862881,204.6620073013
0.4656435966,9.7413236248,-0.1510518281,64.5430972856,204.8740327164
0.5382375759,10.2879838497,0.4460917912,56.2190822092,182.8877055838
0.1279949436,6.5922388543,0.9914389352,61.6995277267,202.0557778558
0.8694665781,13.3716194472,1.729931068,60.4345559672,201.9533232412
0.2722404154,8.1818467439,-1.6091441693,59.989866695,183.9238792389
0.2690807357,8.1532132704,-0.0658089096,70.1708849469,222.1836102925
0.438371521,9.53470213,1.2039311855,65.8377774983,215.5329884222
0.6589445067,11.2287526102,0.6499913682,67.2324045305,216.9471704324
0.7557207635,12.0778102142,-0.238612415,64.8943137648,205.4898792197
0.551288679,10.386753589,-0.7150061401,63.5553118127,199.0909047376
0.5015111628,10.0113637977,-0.1860055086,61.4479134165,195.4137127065
0.4539097543,9.6526320157,-0.8695936166,62.2471411406,194.3934553388
0.9906294448,17.0519227207,-0.1132115656,65.8608652205,209.0165378334
0.8988378884,13.8248730252,-0.231908237,62.5901802948,198.6109996994
0.1884073922,7.3486588869,-1.9591243407,56.4723980756,171.621572523
0.932716236,14.4889917624,0.1707034935,61.4611520961,197.2369737558
0.4826457491,9.8694568466,0.0747192236,59.0088992552,189.4002938832
0.5136525144,10.1026853834,-0.7929439062,58.7609015924,184.3179852463
0.8430248147,13.0209026368,1.8891369937,65.3903302319,217.6166756641
0.530301942,10.2280866619,-0.5063643882,70.674625167,221.4920535599
0.1252114209,6.5520311771,-0.5446210497,65.9061928692,206.9954733591
0.0557844725,5.2264582994,-0.1489091274,63.508057558,201.7796270371
0.9725568972,15.7593278586,-0.411218898,64.0209513635,202.0067596005
0.2089939185,7.5702487725,0.6506166278,59.8153535202,194.6991436996
0.6789828388,11.3945690858,-0.3423282882,62.7338308184,198.4898510143
0.4571447654,9.6771112562,1.1018335423,60.2126089489,198.1469945583
0.5956934774,10.7266470428,2.4330126034,63.3730430693,214.2841922245
0.7407484364,11.9369635294,1.0041599768,66.2689073223,215.8275218511
0.3355864317,8.7263833875,-0.8916954426,57.4237099286,179.8126525729
0.2763047779,8.2184370489,0.6111857384,66.6002022749,214.8565355166
0.85528535,13.1781232244,-1.3874354036,63.9856607847,197.0198053364
0.7137696799,11.6932939093,0.257934085,62.5898927741,201.0593487471
0.2348788148,7.8313796164,0.2040788961,62.1851319694,199.5757903886
0.0859927249,5.9024442729,0.0597671737,62.8418083229,200.8242608373
0.6497142441,11.1536472988,0.8389308593,70.0286670671,226.2806554975
0.9711187647,15.6924888111,1.0382049398,52.6469246521,175.1317986553
0.2435718372,7.9154230252,-1.6446762678,60.7115785205,185.9113542223
0.3956892954,9.2064374107,0.2702834998,58.2234466472,188.0217574408
0.6615643862,11.2502091965,0.1292396995,67.2447195539,214.3803571592
0.9858500322,16.5793099707,-0.3746089677,52.0627246175,166.3151290138
0.3452674055,8.8056118293,-0.018716257,58.5469689635,187.5473256052
0.748997794,12.0140178627,0.2830079809,69.2029355399,221.0238465242
0.7062065622,11.6270088028,0.2681539026,63.703969951,204.452679366
0.90958435,14.0145995308,0.4651731468,66.8001706106,214.7263775659
0.989836945,16.9608192043,-1.5100448906,59.7296238839,183.638647199
0.3088101649,8.5023226382,-1.3870083097,67.4437326258,207.3961563292
0.3005328872,8.4313945336,-1.3982191142,60.16199613,185.4948928191
0.4391824612,9.5408731185,-0.8152035373,69.4563974194,216.2931745716
0.011575469,3.1871962387,-1.8369328882,65.7299910072,200.0053085803
0.8136250067,12.6740021512,-0.3829808726,57.5415619839,182.709781589
0.03008483,4.3613549913,-1.2529817487,60.8867110649,188.3952244513
0.8916115086,13.7054314639,1.8661057647,65.8994182125,219.0287834608
0.9455398745,14.8091957233,-1.8613928901,56.3660533,171.7911954495
0.0244890384,4.093652606,0.4684078309,58.5055572984,189.8587110498
0.1199049084,6.4736131393,1.5162530857,73.5192949405,240.1391502501
0.8666102088,13.3315281811,-0.1562686938,68.1131248381,215.5580310453
0.3896628718,9.1594065579,0.7853526451,56.9216543501,186.6917262759
0.6922124918,11.5063945303,1.3470048644,60.2314924005,199.4295015235
0.3810694504,9.0919803102,-1.5101426954,64.0606339549,196.6311883877
